 Cristian Rodriguez,Uruguay,0,RUTA
 Matias Vecino,Uruguay,0,RUTA
 Edinson Cavani,Uruguay,1,RUTA
 Luis Suarez,Uruguay,1,RUTA
 Cristhian Stuani,Uruguay,0,RUTA
 Diego Rolan,Uruguay,0,RUTA
 Rui Patricio,Portugal,0,RUTA
 Bruno Alves,Portugal,0,RUTA
 Pepe,Portugal,0,RUTA
 Jose Fonte,Portugal,0,RUTA
 Eliseu,Portugal,0,RUTA
 Cedric,Portugal,0,RUTA
 Raphael Guerreiro,Portugal,0,RUTA
 Joao Moutinho,Portugal,0,RUTA
 Joao Mario,Portugal,0,RUTA
 Danilo Pereira,Portugal,0,RUTA
 William Carvalho,Portugal,0,RUTA
 Andre Gomes,Portugal,0,RUTA
 Ricardo Quaresma,Portugal,0,RUTA
 Bernardo Silva,Portugal,0,RUTA
 Andre Silva,Portugal,0,RUTA
 Gelson Martins,Portugal,0,RUTA
 Cristiano Ronaldo,Portugal,1,RUTA
 Nani,Portugal,0,RUTA
 David de Gea,España,1,RUTA
 Jordi Alba,España,0,RUTA
 Nacho,España,0,RUTA
 Nacho Monreal,España,0,RUTA
 Gerard Pique,España,0,RUTA
 Sergio Ramos,España,1,RUTA
 Daniel Carvajal,España,0,RUTA
 Sergio Busquets,España,0,RUTA
 Thiago Alcantara,España,0,RUTA
 Isco,España,0,RUTA
 Koke,España,0,RUTA
 Marco Asensio,España,0,RUTA
 Andres Iniesta,España,0,RUTA
 David Villa,España,0,RUTA
 Saul Niguez,España,0,RUTA
 Alvaro Morata,España,0,RUTA
 Vitolo,España,0,RUTA
 Diego Costa,España,1,RUTA
 Munir Mohamedi,Marruecos,0,RUTA
 Medhi Benatia,Marruecos,0,RUTA
 Nabil Dirar,Marruecos,0,RUTA
 Romain Saiss,Marruecos,0,RUTA
 Fouad Chafik,Marruecos,0,RUTA
 Hamza Mendyl,Marruecos,0,RUTA
 Achraf Hakimi,Marruecos,0,RUTA
 Mbark Boussoufa,Marruecos,0,RUTA
 Karim El Ahmadi,Marruecos,0,RUTA
 Younes Belhanda,Marruecos,0,RUTA
 Nordin Amrabat,Marruecos,0,RUTA
 Faycal Fajr,Marruecos,0,RUTA
 Hakim Ziyech,Marruecos,0,RUTA
 Youssef Ait Bennasser,Marruecos,0,RUTA
 Khalid Boutaib,Marruecos,0,RUTA
 Rachid Alioui,Marruecos,0,RUTA
 Aziz Bouhaddouz,Marruecos,0,RUTA
 Youssef En Nesyri,Marruecos,0,RUTA
 Alireza Beiranvand,Irán,0,RUTA
 Pejman Montazeri,Irán,0,RUTA
 Vouria Ghafouri,Irán,0,RUTA
 Jalal Hosseini,Irán,0,RUTA
 Milad Mohammadi,Irán,0,RUTA
 Morteza Pouraliganji,Irán,0,RUTA
 Ramin Rezaeian,Irán,0,RUTA
 Ehsan Hajsafi,Irán,0,RUTA
 Omid Ebrahimi,Irán,0,RUTA
 Saeid Ezatolahi,Irán,0,RUTA
 Vahid Amiri,Irán,0,RUTA
 Alireza Jahanbakhsh,Irán,0,RUTA
 Ashkan Dejagah,Irán,0,RUTA
 Saman Ghoddos,Irán,0,RUTA
 Mehdi Taremi,Irán,0,RUTA
 Karim Ansarifard,Irán,0,RUTA
 Reza Ghoochannejhad,Irán,0,RUTA
 Sardar Azmoun,Irán,0,RUTA
 Hugo Lloris,Francia,0,RUTA
 Raphael Varane,Francia,0,RUTA
 Lucas Digne,Francia,0,RUTA
 Djibril Sidibe,Francia,0,RUTA
 Samuel Umtiti,Francia,0,RUTA
 Layvin Kurzawa,Francia,0,RUTA
 Laurent Koscielny,Francia,0,RUTA
 Blaise Matuidi,Francia,0,RUTA
 N'Golo Kante,Francia,0,RUTA
 Thomas Lemar,Francia,0,RUTA
 Adrien Rabiot,Francia,0,RUTA
 Paul Pogba,Francia,1,RUTA
 Olivier Giroud,Francia,0,RUTA
 Antoine Griezmann,Francia,1,RUTA
 Alexandre Lacazette,Francia,0,RUTA
 Kylian Mbappe,Francia,1,RUTA
 Ousmane Dembele,Francia,1,RUTA
 Anthony Martial,Francia,0,RUTA
 Mathew Ryan,Australia,0,RUTA
 Mitchell Langerak,Australia,0,RUTA
 Milos Degenek,Australia,0,RUTA
 Bailey Wright,Australia,0,RUTA
 Aziz Behich,Australia,0,RUTA
 Trent Sainsbury,Australia,0,RUTA
 Ryan McGowan,Australia,0,RUTA
 Mark Milligan,Australia,0,RUTA
 Aaron Mooy,Australia,0,RUTA
 James Troisi,Australia,0,RUTA
 Mile Jedinak,Australia,0,RUTA
 Massimo Luongo,Australia,0,RUTA
 Jackson Irvine,Australia,0,RUTA
 Tom Rogic,Australia,0,RUTA
 Tim Cahill,Australia,1,RUTA
 Mathew Leckie,Australia,0,RUTA
 Tomi Juric,Australia,0,RUTA
 Robbie Kruse,Australia,0,RUTA
 Pedro Gallese,Perú,0,RUTA
 Carlos Caceda,Perú,0,RUTA
 Aldo Corzo,Perú,0,RUTA
 Miguel Trauco,Perú,0,RUTA
 Christian Ramos,Perú,0,RUTA
 Luis Advincula,Perú,0,RUTA
 Alberto Rodriguez,Perú,0,RUTA
 Miguel Araujo,Perú,0,RUTA
 Christian Cueva,Perú,0,RUTA
 Renato Tapia,Perú,0,RUTA
 Andy Polo,Perú,0,RUTA
 Yoshimar Yotun,Perú,0,RUTA
 Edison Flores,Perú,0,RUTA
 Paolo Hurtado,Perú,0,RUTA
 Paolo Guerrero,Perú,0,RUTA
 Jefferson Farfan,Perú,0,RUTA
 Raul Ruidiaz,Perú,0,RUTA
 Andre Carrillo,Perú,0,RUTA
 Kasper Schmeichel,Dinamarca,0,RUTA
 Jannik Vestergaard,Dinamarca,0,RUTA
 Simon Kjaer,Dinamarca,0,RUTA
 Andreas Christensen,Dinamarca,0,RUTA
 Andreas Bjelland,Dinamarca,0,RUTA
 Mathias Jorgensen,Dinamarca,0,RUTA
 Jens Stryger Larsen,Dinamarca,0,RUTA
 Peter Ankersen,Dinamarca,0,RUTA
 Riza Durmisi,Dinamarca,0,RUTA
 William Kvist,Dinamarca,0,RUTA
 Thomas Delaney,Dinamarca,0,RUTA
 Christian Eriksen,Dinamarca,1,RUTA
 Lasse Schone,Dinamarca,0,RUTA
 Pione Sisto,Dinamarca,0,RUTA
 Nicklas Bendtner,Dinamarca,1,RUTA
 Nicolai Jorgensen,Dinamarca,0,RUTA
 Yussuf Poulsen,Dinamarca,0,RUTA
 Andreas Cornelius,Dinamarca,0,RUTA
 Sergio Romero,Argentina,0,RUTA
 Gabriel Mercado,Argentina,0,RUTA
 Federico Fazio,Argentina,0,RUTA
 Javier Mascherano,Argentina,0,RUTA
 Nicolas Otamendi,Argentina,0,RUTA
 Marcos Rojo,Argentina,0,RUTA
 Ramiro Funes Mori,Argentina,0,RUTA
 Lucas Biglia,Argentina,0,RUTA
 Enzo Perez,Argentina,0,RUTA
 Angel Di Maria,Argentina,0,RUTA
 Marcos Acuna,Argentina,0,RUTA
 Ever Banega,Argentina,0,RUTA
 Eduardo Salvio,Argentina,0,RUTA
 Mauro Icardi,Argentina,0,RUTA
 Lionel Messi,Argentina,1,RUTA
 Paulo Dybala,Argentina,1,RUTA
 Sergio Aguero,Argentina,1,RUTA
 Gonzalo Higuain,Argentina,0,RUTA
 Hannes Halldorsson,Islandia,0,RUTA
 Birkir Saevarsson,Islandia,0,RUTA
 Ragnar Sigurosson,Islandia,0,RUTA
 Kari Arnason,Islandia,0,RUTA
 Ari Skulason,Islandia,0,RUTA
 Sverrir Ingason,Islandia,0,RUTA
 Hordur Magnusson,Islandia,0,RUTA
 Aron Gunnarsson,Islandia,0,RUTA
 Birkir Bjarnason,Islandia,0,RUTA
 Emil Hallfredsson,Islandia,0,RUTA
 Gylfi Sigurdsson,Islandia,1,RUTA
 Arnor Ingvi Traustason,Islandia,0,RUTA
 Rurik Gislason,Islandia,0,RUTA
 Johann Gudmundsson,Islandia,0,RUTA
 Alfred Finnbogason,Islandia,0,RUTA
 Jon Dadi Bodvarsson,Islandia,0,RUTA
 Vidar Orn Kjartansson,Islandia,0,RUTA
 Bjorn Sigurdarson,Islandia,0,RUTA
 Danijel Subasic,Croacia,0,RUTA
 Sime Vrsaljko,Croacia,0,RUTA
 Ivan Strinic,Croacia,0,RUTA
 Dejan Lovren,Croacia,0,RUTA
 Domagoj Vida,Croacia,0,RUTA
 Josip Pivaric,Croacia,0,RUTA
 Vedran Corluka,Croacia,0,RUTA
 Ivan Rakitic,Croacia,1,RUTA
 Luka Modric,Croacia,1,RUTA
 Marcelo Brozovic,Croacia,0,RUTA
 Marko Rog,Croacia,0,RUTA
 Mario Pasalic,Croacia,0,RUTA
 Milan Badelj,Croacia,0,RUTA
 Mateo Kovacic,Croacia,0,RUTA
 Andrej Kramaric,Croacia,0,RUTA
 Nikola Kalinic,Croacia,0,RUTA
 Mario Mandzukic,Croacia,0,RUTA
 Ivan Perisic,Croacia,1,RUTA
 Ikechukwu Ezenwa,Nigeria,0,RUTA
 Elderson Echiejile,Nigeria,0,RUTA
 Shehu Abdullahi,Nigeria,0,RUTA
 William Troost Ekong,Nigeria,0,RUTA
 Leon Balogun,Nigeria,0,RUTA
 Kenneth Omeruo,Nigeria,0,RUTA
 Ola Aina,Nigeria,0,RUTA
 John Obi Mikel,Nigeria,0,RUTA
 Ogenyi Onazi,Nigeria,0,RUTA
 Etebo Oghenekaro ,Nigeria,0,RUTA
 Wilfred Ndidi,Nigeria,0,RUTA
 Mikel Agu,Nigeria,0,RUTA
 Ahmed Musa,Nigeria,0,RUTA
 Victor Moses,Nigeria,0,RUTA
 Moses Simon,Nigeria,0,RUTA
 Odion Ighalo,Nigeria,0,RUTA
 Alex Iwobi,Nigeria,0,RUTA
 Kelechi Iheanacho,Nigeria,0,RUTA
 Alisson,Brasil,0,RUTA
 Dani Alves,Brasil,0,RUTA
 Thiago Silva,Brasil,0,RUTA
 Miranda,Brasil,0,RUTA
 Filipe Luis,Brasil,0,RUTA
 Marquinhos,Brasil,0,RUTA
 Marcelo,Brasil,0,RUTA
 Willian,Brasil,0,RUTA
 Paulinho,Brasil,0,RUTA
 Fernandinho,Brasil,0,RUTA
 Casemiro,Brasil,0,RUTA
 Renato Augusto,Brasil,0,RUTA
 Giuliano,Brasil,0,RUTA
 Philippe Coutinho,Brasil,1,RUTA
 Douglas Costa,Brasil,0,RUTA
 Roberto Firmino,Brasil,0,RUTA
 Gabriel Jesus,Brasil,0,RUTA
 Neymar Jr,Brasil,1,RUTA
 Yann Sommer,Suiza,0,RUTA
 Stephan Lichtsteiner,Suiza,0,RUTA
 Manuel Akanji,Suiza,0,RUTA
 Michael Lang,Suiza,0,RUTA
 Ricardo Rodriguez,Suiza,0,RUTA
 Johan Djourou,Suiza,0,RUTA
 Fabian Schar,Suiza,0,RUTA
 Granit Xhaka ,Suiza,1,RUTA
 Steven Zuber,Suiza,0,RUTA
 Blerim Dzemaili,Suiza,0,RUTA
 Denis Zakaria,Suiza,0,RUTA
 Xherdan Shaqiri,Suiza,1,RUTA
 Valon Behrami,Suiza,0,RUTA
 Gelson Fernandes,Suiza,0,RUTA
 Breel Embolo ,Suiza,0,RUTA
 Haris Seferovic ,Suiza,0,RUTA
 Admir Mehmedi ,Suiza,0,RUTA
 Eren Derdiyok ,Suiza,0,RUTA
 Keylor Navas,Costa Rica,1,RUTA
 Giancarlo Gonzalez,Costa Rica,0,RUTA 
 Cristian Gamboa ,Costa Rica,0,RUTA
 Bryan Oviedo ,Costa Rica,0,RUTA
 Francisco Calvo,Costa Rica,0,RUTA 
 Kendall Waston,Costa Rica,0,RUTA 
 Ronald Matarrita,Costa Rica,0,RUTA 
 Michael Umana,Costa Rica,0,RUTA
 Johnny Acosta ,Costa Rica,0,RUTA
 Bryan Ruiz,Costa Rica,0,RUTA
 Celso Borges,Costa Rica,0,RUTA 
 Christian Bolanos,Costa Rica,0,RUTA
 Randall Azofeifa,Costa Rica,0,RUTA
 David Guzman,Costa Rica,0,RUTA 
 Rodney Wallace,Costa Rica,0,RUTA 
 Joel Campbell,Costa Rica,0,RUTA
 Marco Urena,Costa Rica,0,RUTA 
 Johan Venegas,Costa Rica,0,RUTA 
 Vladimir Stojkovic,Serbia,0,RUTA
 Branislav Ivanovic,Serbia,0,RUTA
 Aleksandar Kolarov,Serbia,0,RUTA
 Antonio Rukavina,Serbia,0,RUTA
 Matija Nastasic,Serbia,0,RUTA
 Dusko Tosic,Serbia,0,RUTA
 Nikola Maksimovic,Serbia,0,RUTA
 Jagos Vukovic,Serbia,0,RUTA
 Dusan Tadic,Serbia,0,RUTA
 Sergej Milinkovic Savic,Serbia,0,RUTA
 Nemanja Matic,Serbia,1,RUTA
 Luka Milivojevic,Serbia,0,RUTA
 Adem Ljajic ,Serbia,0,RUTA
 Nemanja Gudelj,Serbia,0,RUTA 
 Mijat Gacinovic,Serbia,0,RUTA 
 Filip Kostic,Serbia,0,RUTA
 Aleksandar Mitrovic,Serbia,0,RUTA
 Aleksandar Prijovic,Serbia,0,RUTA
 Manuel Neuer,Alemania,1,RUTA
 Mats Hummels,Alemania,0,RUTA 
 Antonio Rudiger,Alemania,0,RUTA 
 Jerome Boateng,Alemania,0,RUTA 
 Joshua Kimmich,Alemania,0,RUTA 
 Jonas Hector,Alemania,0,RUTA 
 Julian Draxler,Alemania,0,RUTA 
 Toni Kroos,Alemania,1,RUTA 
 Emre Can,Alemania,0,RUTA
 Leon Goretzka,Alemania,0,RUTA 
 Julian Brandt,Alemania,0,RUTA
 Sebastian Rudy,Alemania,0,RUTA 
 Leroy Sane,Alemania,0,RUTA 
 Mesut Ozil,Alemania,1,RUTA 
 Sami Khedira,Alemania,0,RUTA 
 Mario Gotze,Alemania,0,RUTA 
 Thomas Muller,Alemania,1,RUTA 
 Timo Werner,Alemania,0,RUTA 
 Guillermo Ochoa,México,0,RUTA
 Hugo Ayala ,México,0,RUTA
 Diego Reyes,México,0,RUTA 
 Hector Moreno,México,0,RUTA 
 Jesus Gallardo,México,0,RUTA 
 Miguel Layun,México,0,RUTA 
 Carlos Salcedo,México,0,RUTA 
 Jonathan dos Santos,México,0,RUTA 
 Giovani dos Santos ,México,0,RUTA
 Andres Guardado ,México,0,RUTA
 Hector Herrera ,México,0,RUTA
 Javier Aquino ,México,0,RUTA
 Jesus Corona ,México,0,RUTA
 Hirving Lozano ,México,0,RUTA
 Raul Jimenez ,México,0,RUTA
 Carlos Vela ,México,0,RUTA
 Javier Hernandez ,México,1,RUTA
 Oribe Peralta ,México,0,RUTA
 Robin Olsen ,Suecia,0,RUTA
 Mikael Lustig,Suecia,0,RUTA 
 Victor Nilsson Lindelof ,Suecia,0,RUTA
 Andreas Granqvist ,Suecia,0,RUTA
 Martin Olsson ,Suecia,0,RUTA
 Ludwig Augustinsson ,Suecia,0,RUTA
 Emil Krafth ,Suecia,0,RUTA
 Pontus Jansson ,Suecia,0,RUTA
 Sebastian Larsson ,Suecia,0,RUTA
 Emil Forsberg ,Suecia,0,RUTA
 Gustav Svensson,Suecia,0,RUTA
 Viktor Claesson ,Suecia,0,RUTA
 Jimmy Durmaz ,Suecia,0,RUTA
 Albin Ekdal ,Suecia,0,RUTA
 Isaac Kiese Thelin ,Suecia,0,RUTA
 Marcus Berg ,Suecia,0,RUTA
 John Guidetti ,Suecia,0,RUTA
 Ola Toivonen ,Suecia,0,RUTA
 Kim Seung gyu,Corea del Sur,0,RUTA
 Kim Young gwon,Corea del Sur,0,RUTA
 Kim Jin su,Corea del Sur,0,RUTA
 Kwak Tae hwi,Corea del Sur,0,RUTA
 Hong Jeong ho,Corea del Sur,0,RUTA
 Jang Hyun soo,Corea del Sur,0,RUTA
 Koo Ja cheol,Corea del Sur,0,RUTA
 Kwon Chang hoon,Corea del Sur,0,RUTA
 Ki Sung yueng,Corea del Sur,0,RUTA
 Nam Tae hee,Corea del Sur,0,RUTA
 Han Kook young,Corea del Sur,0,RUTA
 Lee Chung yong,Corea del Sur,0,RUTA
 Jung Woo young,Corea del Sur,0,RUTA
 Lee Jae sung,Corea del Sur,0,RUTA
 Son Heung min,Corea del Sur,1,RUTA
 Ji Dong won,Corea del Sur,0,RUTA
 Kim Shin wook,Corea del Sur,0,RUTA
 Hwang Hee chan,Corea del Sur,0,RUTA
 Thibaut Courtois,Bélgica,0,RUTA
 Toby Alderweireld,Bélgica,0,RUTA
 Thomas Vermaelen,Bélgica,0,RUTA
 Jan Vertonghen,Bélgica,0,RUTA
 Vincent Kompany,Bélgica,0,RUTA
 Thomas Meunier,Bélgica,0,RUTA
 Axel Witsel,Bélgica,0,RUTA
 Radja Nainggolan,Bélgica,0,RUTA
 Kevin De Bruyne,Bélgica,1,RUTA
 Marouane Fellaini,Bélgica,0,RUTA
 Youri Tielemans,Bélgica,0,RUTA
 Mousa Dembele,Bélgica,0,RUTA
 Nacer Chadli,Bélgica,0,RUTA
 Eden Hazard,Bélgica,1,RUTA
 Yannick Carrasco,Bélgica,0,RUTA
 Dries Mertens,Bélgica,0,RUTA
 Michy Batshuayi,Bélgica,0,RUTA
 Romelu Lukaku,Bélgica,1,RUTA
 Jaime Penedo,Panamá,0,RUTA
 Jose Calderon,Panamá,0,RUTA
 Michael Murillo,Panamá,0,RUTA
 Fidel Escobar,Panamá,0,RUTA
 Roman Torres,Panamá,0,RUTA
 Adolfo Machado,Panamá,0,RUTA
 Eric Davis,Panamá,0,RUTA
 Luis Ovalle,Panamá,0,RUTA
 Felipe Baloy,Panamá,0,RUTA
 Gabriel Gomez,Panamá,0,RUTA
 Edgar Barcenas,Panamá,0,RUTA
 Armando Cooper,Panamá,0,RUTA
 Alberto Quintero,Panamá,0,RUTA
 Anibal Godoy,Panamá,0,RUTA
 Blas Perez,Panamá,0,RUTA
 Gabriel Torres,Panamá,0,RUTA
 Luis Tejada,Panamá,0,RUTA
 Abdiel Arroyo,Panamá,0,RUTA
 Aymen Mathlouthi,Túnez,0,RUTA
 Ali Maaloul,Túnez,0,RUTA
 Syam Ben Youssef,Túnez,0,RUTA
 Aymen Abdennour,Túnez,0,RUTA
 Hamdi Nagguez,Túnez,0,RUTA
 Yassine Meriah,Túnez,0,RUTA
 Oussama Haddadi,Túnez,0,RUTA
 Ferjani Sassi,Túnez,0,RUTA
 Wahbi Khazri,Túnez,0,RUTA
 Mohamed Amine Ben Amor,Túnez,0,RUTA
 Ghailene Chaalali,Túnez,0,RUTA
 Naim Sliti,Túnez,0,RUTA
 Youssef Msakni,Túnez,0,RUTA
 Fakhreddine Ben Youssef,Túnez,0,RUTA
 Taha Yassine Khenissi,Túnez,0,RUTA
 Yoann Touzghar,Túnez,0,RUTA
 Anice Badri,Túnez,0,RUTA
 Ahmed Akaichi,Túnez,0,RUTA
 Joe Hart,Inglaterra,0,RUTA
 Jordan Pickford,Inglaterra,0,RUTA
 Gary Cahill,Inglaterra,0,RUTA
 Kyle Walker,Inglaterra,0,RUTA
 John Stones,Inglaterra,0,RUTA
 Ryan Bertrand,Inglaterra,0,RUTA
 Danny Rose,Inglaterra,0,RUTA
 Phil Jones,Inglaterra,0,RUTA
 Jordan Henderson,Inglaterra,0,RUTA
 Alex Oxlade Chamberlain,Inglaterra,0,RUTA
 Dele Alli,Inglaterra,1,RUTA
 Eric Dier,Inglaterra,0,RUTA
 Adam Lallana,Inglaterra,0,RUTA
 Jesse Lingard,Inglaterra,0,RUTA
 Raheem Sterling,Inglaterra,1,RUTA
 Harry Kane,Inglaterra,1,RUTA
 Marcus Rashford,Inglaterra,0,RUTA
 Jamie Vardy,Inglaterra,0,RUTA
 Lukasz Fabianski,Polonia,0,RUTA
 Wojciech Szczesny,Polonia,0,RUTA
 Lukasz Piszczek,Polonia,0,RUTA
 Kamil Glik,Polonia,0,RUTA
 Michal Pazdan,Polonia,0,RUTA
 Thiago Cionek,Polonia,0,RUTA
 Bartosz Bereszynski,Polonia,0,RUTA
 Artur Jedrzejczyk,Polonia,0,RUTA
 Maciej Rybus,Polonia,0,RUTA
 Jakub Blaszczykowski,Polonia,0,RUTA
 Kamil Grosicki,Polonia,0,RUTA
 Grzegorz Krychowiak,Polonia,0,RUTA
 Krzysztof Maczynski,Polonia,0,RUTA
 Piotr Zielinski,Polonia,0,RUTA
 Karol Linetty,Polonia,0,RUTA
 Robert Lewandowski,Polonia,1,RUTA
 Lukasz Teodorczyk,Polonia,0,RUTA
 Arkadiusz Milik,Polonia,0,RUTA
 Khadim N'Diaye,Senegal,0,RUTA
 Kara Mbodji,Senegal,0,RUTA
 Lamine Gassama,Senegal,0,RUTA
 Kalidou Koulibaly,Senegal,0,RUTA
 Salif Sane,Senegal,0,RUTA
 Saliou Ciss,Senegal,0,RUTA
 Moussa Wague,Senegal,0,RUTA
 Idrissa Gueye,Senegal,0,RUTA
 Cheikhou Kouyate,Senegal,0,RUTA
 Cheikh Ndoye,Senegal,0,RUTA
 Pape Alioune N'Diaye,Senegal,0,RUTA
 Sadio Mane,Senegal,1,RUTA
 Moussa Sow,Senegal,0,RUTA
 Moussa Konate,Senegal,0,RUTA
 Keita Balde,Senegal,0,RUTA
 M'Baye Niang,Senegal,0,RUTA
 Ismaila Sarr,Senegal,0,RUTA
 Mame Diouf,Senegal,0,RUTA
 David Ospina,Colombia,0,RUTA
 Cristian Zapata,Colombia,0,RUTA
 Santiago Arias,Colombia,0,RUTA
 Frank Fabra,Colombia,0,RUTA
 Davinson Sanchez,Colombia,0,RUTA
 Yerry Mina,Colombia,0,RUTA
 Carlos Sanchez,Colombia,0,RUTA
 Juan Guillermo Cuadrado,Colombia,0,RUTA
 Abel Aguilar,Colombia,0,RUTA
 James Rodriguez,Colombia,1,RUTA
 Giovanni Moreno,Colombia,0,RUTA
 Wílmar Barrios,Colombia,0,RUTA
 Radamel Falcao Garcia,Colombia,0,RUTA
 Teofilo Gutierrez,Colombia,0,RUTA
 Carlos Bacca,Colombia,0,RUTA
 Edwin Cardona,Colombia,0,RUTA
 Yimmi Chara,Colombia,0,RUTA
 Duvan Zapata,Colombia,0,RUTA
 Eiji Kawashima,Japón,0,RUTA
 Shusaku Nishikawa,Japón,0,RUTA
 Masato Morishige,Japón,0,RUTA
 Yuto Nagatomo,Japón,0,RUTA
 Hiroki Sakai,Japón,0,RUTA
 Tomoaki Makino,Japón,0,RUTA
 Gotoku Sakai,Japón,0,RUTA
 Maya Yoshida,Japón,0,RUTA
 Hotaru Yamaguchi,Japón,0,RUTA
 Shinji Kagawa,Japón,1,RUTA
 Makoto Hasebe,Japón,0,RUTA
 Hiroshi Kiyotake,Japón,0,RUTA
 Keisuke Honda,Japón,0,RUTA
 Takashi Usami,Japón,0,RUTA
 Genki Haraguchi,Japón,0,RUTA
 Shinji Okazaki,Japón,0,RUTA
 Yuya Kubo,Japón,0,RUTA
 Yuya Osako,Japón,0,RUTA
